meta,Constant_Demand,Constant_Demand,Constant_Demand,Constant_Demand,Constant_Demand,Constant_Demand,Constant_Demand,Constant_Demand,Constant_Demand,Constant_Demand,Constant_Demand,Constant_Demand,Constant_Demand,Constant_Demand,Constant_Demand,Constant_Demand,Constant_Demand,Constant_Demand,Constant_Demand,Constant_Demand,Moderate_Growth,Moderate_Growth,Moderate_Growth,Moderate_Growth,Moderate_Growth,Moderate_Growth,Moderate_Growth,Moderate_Growth,Moderate_Growth,Moderate_Growth,Moderate_Growth,Moderate_Growth,Moderate_Growth,Moderate_Growth,Moderate_Growth,Moderate_Growth,Moderate_Growth,Moderate_Growth,Moderate_Growth,Moderate_Growth,High_Growth,High_Growth,High_Growth,High_Growth,High_Growth,High_Growth,High_Growth,High_Growth,High_Growth,High_Growth,High_Growth,High_Growth,High_Growth,High_Growth,High_Growth,High_Growth,High_Growth,High_Growth,High_Growth,High_Growth
hour,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045
29,84.809,84.809,84.809,84.809,84.809,84.809,84.809,84.809,84.809,84.809,84.809,84.809,84.809,84.809,84.809,84.809,84.809,84.809,84.809,84.809,84.809,101.7708,122.12496,146.549952,175.8599424,211.0319309,253.2383171,303.8859805,364.6631766,437.5958119,525.1149742,630.1379691,756.1655629,907.3986755,1088.878411,1306.654093,1567.984911,1881.581894,2257.898272,2709.477927,84.809,118.7326,142.47912,170.974944,205.1699328,246.2039194,295.4447032,354.5336439,425.4403727,510.5284472,612.6341366,735.1609639,882.1931567,1058.631788,1270.358146,1524.429775,1829.31573,2195.178876,2634.214651,3161.057581
30,108.125,108.125,108.125,108.125,108.125,108.125,108.125,108.125,108.125,108.125,108.125,108.125,108.125,108.125,108.125,108.125,108.125,108.125,108.125,108.125,108.125,129.75,155.7,186.84,224.208,269.0496,322.85952,387.431424,464.9177088,557.9012506,669.4815007,803.3778008,964.053361,1156.864033,1388.23684,1665.884208,1999.061049,2398.873259,2878.647911,3454.377493,108.125,151.375,181.65,217.98,261.576,313.8912,376.66944,452.003328,542.4039936,650.8847923,781.0617508,937.2741009,1124.728921,1349.674705,1619.609646,1943.531576,2332.237891,2798.685469,3358.422563,4030.107075
31,205.283,205.283,205.283,205.283,205.283,205.283,205.283,205.283,205.283,205.283,205.283,205.283,205.283,205.283,205.283,205.283,205.283,205.283,205.283,205.283,205.283,246.3396,295.60752,354.729024,425.6748288,510.8097946,612.9717535,735.5661042,882.679325,1059.21519,1271.058228,1525.269874,1830.323848,2196.388618,2635.666342,3162.79961,3795.359532,4554.431438,5465.317726,6558.381271,205.283,287.3962,344.87544,413.850528,496.6206336,595.9447603,715.1337124,858.1604549,1029.792546,1235.751055,1482.901266,1779.481519,2135.377823,2562.453388,3074.944065,3689.932878,4427.919454,5313.503345,6376.204014,7651.444816
32,247.355,247.355,247.355,247.355,247.355,247.355,247.355,247.355,247.355,247.355,247.355,247.355,247.355,247.355,247.355,247.355,247.355,247.355,247.355,247.355,247.355,296.826,356.1912,427.42944,512.915328,615.4983936,738.5980723,886.3176868,1063.581224,1276.297469,1531.556963,1837.868355,2205.442026,2646.530432,3175.836518,3811.003822,4573.204586,5487.845503,6585.414604,7902.497524,247.355,346.297,415.5564,498.66768,598.401216,718.0814592,861.697751,1034.037301,1240.844761,1489.013714,1786.816457,2144.179748,2573.015697,3087.618837,3705.142604,4446.171125,5335.40535,6402.48642,7682.983704,9219.580445
33,202.174,202.174,202.174,202.174,202.174,202.174,202.174,202.174,202.174,202.174,202.174,202.174,202.174,202.174,202.174,202.174,202.174,202.174,202.174,202.174,202.174,242.6088,291.13056,349.356672,419.2280064,503.0736077,603.6883292,724.4259951,869.3111941,1043.173433,1251.808119,1502.169743,1802.603692,2163.12443,2595.749317,3114.89918,3737.879016,4485.454819,5382.545783,6459.054939,202.174,283.0436,339.65232,407.582784,489.0993408,586.919209,704.3030508,845.1636609,1014.196393,1217.035672,1460.442806,1752.531367,2103.037641,2523.645169,3028.374203,3634.049043,4360.858852,5233.030622,6279.636747,7535.564096
34,130.858,130.858,130.858,130.858,130.858,130.858,130.858,130.858,130.858,130.858,130.858,130.858,130.858,130.858,130.858,130.858,130.858,130.858,130.858,130.858,130.858,157.0296,188.43552,226.122624,271.3471488,325.6165786,390.7398943,468.8878731,562.6654478,675.1985373,810.2382448,972.2858937,1166.743072,1400.091687,1680.110024,2016.132029,2419.358435,2903.230122,3483.876146,4180.651376,130.858,183.2012,219.84144,263.809728,316.5716736,379.8860083,455.86321,547.035852,656.4430224,787.7316269,945.2779522,1134.333543,1361.200251,1633.440301,1960.128362,2352.154034,2822.584841,3387.101809,4064.522171,4877.426605
35,123.012,123.012,123.012,123.012,123.012,123.012,123.012,123.012,123.012,123.012,123.012,123.012,123.012,123.012,123.012,123.012,123.012,123.012,123.012,123.012,123.012,147.6144,177.13728,212.564736,255.0776832,306.0932198,367.3118638,440.7742366,528.9290839,634.7149007,761.6578808,913.989457,1096.787348,1316.144818,1579.373782,1895.248538,2274.298246,2729.157895,3274.989474,3929.987368,123.012,172.2168,206.66016,247.992192,297.5906304,357.1087565,428.5305078,514.2366093,617.0839312,740.5007174,888.6008609,1066.321033,1279.58524,1535.502288,1842.602745,2211.123294,2653.347953,3184.017544,3820.821052,4584.985263
36,93.725,93.725,93.725,93.725,93.725,93.725,93.725,93.725,93.725,93.725,93.725,93.725,93.725,93.725,93.725,93.725,93.725,93.725,93.725,93.725,93.725,112.47,134.964,161.9568,194.34816,233.217792,279.8613504,335.8336205,403.0003446,483.6004135,580.3204962,696.3845954,835.6615145,1002.793817,1203.352581,1444.023097,1732.827716,2079.39326,2495.271912,2994.326294,93.725,131.215,157.458,188.9496,226.73952,272.087424,326.5049088,391.8058906,470.1670687,564.2004824,677.0405789,812.4486947,974.9384336,1169.92612,1403.911344,1684.693613,2021.632336,2425.958803,2911.150564,3493.380676
37,99.017,99.017,99.017,99.017,99.017,99.017,99.017,99.017,99.017,99.017,99.017,99.017,99.017,99.017,99.017,99.017,99.017,99.017,99.017,99.017,99.017,118.8204,142.58448,171.101376,205.3216512,246.3859814,295.6631777,354.7958133,425.7549759,510.9059711,613.0871653,735.7045984,882.8455181,1059.414622,1271.297546,1525.557055,1830.668466,2196.80216,2636.162591,3163.39511,99.017,138.6238,166.34856,199.618272,239.5419264,287.4503117,344.940374,413.9284488,496.7141386,596.0569663,715.2683596,858.3220315,1029.986438,1235.983725,1483.18047,1779.816564,2135.779877,2562.935853,3075.523023,3690.627628
38,101.375,101.375,101.375,101.375,101.375,101.375,101.375,101.375,101.375,101.375,101.375,101.375,101.375,101.375,101.375,101.375,101.375,101.375,101.375,101.375,101.375,121.65,145.98,175.176,210.2112,252.25344,302.704128,363.2449536,435.8939443,523.0727332,627.6872798,753.2247358,903.8696829,1084.64362,1301.572343,1561.886812,1874.264175,2249.117009,2698.940411,3238.728494,101.375,141.925,170.31,204.372,245.2464,294.29568,353.154816,423.7857792,508.542935,610.251522,732.3018265,878.7621917,1054.51463,1265.417556,1518.501067,1822.201281,2186.641537,2623.969844,3148.763813,3778.516576
39,114.014,114.014,114.014,114.014,114.014,114.014,114.014,114.014,114.014,114.014,114.014,114.014,114.014,114.014,114.014,114.014,114.014,114.014,114.014,114.014,114.014,136.8168,164.18016,197.016192,236.4194304,283.7033165,340.4439798,408.5327757,490.2393309,588.2871971,705.9446365,847.1335638,1016.560277,1219.872332,1463.846798,1756.616158,2107.939389,2529.527267,3035.432721,3642.519265,114.014,159.6196,191.54352,229.852224,275.8226688,330.9872026,397.1846431,476.6215717,571.945886,686.3350632,823.6020759,988.322491,1185.986989,1423.184387,1707.821265,2049.385517,2459.262621,2951.115145,3541.338174,4249.605809
40,139.898,139.898,139.898,139.898,139.898,139.898,139.898,139.898,139.898,139.898,139.898,139.898,139.898,139.898,139.898,139.898,139.898,139.898,139.898,139.898,139.898,167.8776,201.45312,241.743744,290.0924928,348.1109914,417.7331896,501.2798276,601.5357931,721.8429517,866.211542,1039.45385,1247.344621,1496.813545,1796.176254,2155.411504,2586.493805,3103.792566,3724.551079,4469.461295,139.898,195.8572,235.02864,282.034368,338.4412416,406.1294899,487.3553879,584.8264655,701.7917586,842.1501103,1010.580132,1212.696159,1455.235391,1746.282469,2095.538962,2514.646755,3017.576106,3621.091327,4345.309593,5214.371511
41,199.673,199.673,199.673,199.673,199.673,199.673,199.673,199.673,199.673,199.673,199.673,199.673,199.673,199.673,199.673,199.673,199.673,199.673,199.673,199.673,199.673,239.6076,287.52912,345.034944,414.0419328,496.8503194,596.2203832,715.4644599,858.5573519,1030.268822,1236.322587,1483.587104,1780.304525,2136.36543,2563.638516,3076.366219,3691.639463,4429.967355,5315.960826,6379.152991,199.673,279.5422,335.45064,402.540768,483.0489216,579.6587059,695.5904471,834.7085365,1001.650244,1201.980293,1442.376351,1730.851621,2077.021946,2492.426335,2990.911602,3589.093922,4306.912706,5168.295248,6201.954297,7442.345157
42,272.177,272.177,272.177,272.177,272.177,272.177,272.177,272.177,272.177,272.177,272.177,272.177,272.177,272.177,272.177,272.177,272.177,272.177,272.177,272.177,272.177,326.6124,391.93488,470.321856,564.3862272,677.2634726,812.7161672,975.2594006,1170.311281,1404.373537,1685.248244,2022.297893,2426.757472,2912.108966,3494.530759,4193.436911,5032.124293,6038.549152,7246.258982,8695.510779,272.177,381.0478,457.25736,548.708832,658.4505984,790.1407181,948.1688617,1137.802634,1365.363161,1638.435793,1966.122952,2359.347542,2831.21705,3397.46046,4076.952552,4892.343063,5870.811676,7044.974011,8453.968813,10144.76258
43,301.939,301.939,301.939,301.939,301.939,301.939,301.939,301.939,301.939,301.939,301.939,301.939,301.939,301.939,301.939,301.939,301.939,301.939,301.939,301.939,301.939,362.3268,434.79216,521.750592,626.1007104,751.3208525,901.585023,1081.902028,1298.282433,1557.93892,1869.526704,2243.432044,2692.118453,3230.542144,3876.650573,4651.980687,5582.376825,6698.85219,8038.622627,9646.347153,301.939,422.7146,507.25752,608.709024,730.4508288,876.5409946,1051.849193,1262.219032,1514.662839,1817.595406,2181.114488,2617.337385,3140.804862,3768.965835,4522.759001,5427.310802,6512.772962,7815.327555,9378.393065,11254.07168
44,224.756,224.756,224.756,224.756,224.756,224.756,224.756,224.756,224.756,224.756,224.756,224.756,224.756,224.756,224.756,224.756,224.756,224.756,224.756,224.756,224.756,269.7072,323.64864,388.378368,466.0540416,559.2648499,671.1178199,805.3413839,966.4096607,1159.691593,1391.629911,1669.955894,2003.947072,2404.736487,2885.683784,3462.820541,4155.384649,4986.461579,5983.753895,7180.504674,224.756,314.6584,377.59008,453.108096,543.7297152,652.4756582,782.9707899,939.5649479,1127.477937,1352.973525,1623.56823,1948.281876,2337.938251,2805.525901,3366.631082,4039.957298,4847.948757,5817.538509,6981.046211,8377.255453
45,156.296,156.296,156.296,156.296,156.296,156.296,156.296,156.296,156.296,156.296,156.296,156.296,156.296,156.296,156.296,156.296,156.296,156.296,156.296,156.296,156.296,187.5552,225.06624,270.079488,324.0953856,388.9144627,466.6973553,560.0368263,672.0441916,806.4530299,967.7436359,1161.292363,1393.550836,1672.261003,2006.713203,2408.055844,2889.667013,3467.600415,4161.120498,4993.344598,156.296,218.8144,262.57728,315.092736,378.1112832,453.7335398,544.4802478,653.3762974,784.0515568,940.8618682,1129.034242,1354.84109,1625.809308,1950.97117,2341.165404,2809.398485,3371.278182,4045.533818,4854.640582,5825.568698
46,81.852,81.852,81.852,81.852,81.852,81.852,81.852,81.852,81.852,81.852,81.852,81.852,81.852,81.852,81.852,81.852,81.852,81.852,81.852,81.852,81.852,98.2224,117.86688,141.440256,169.7283072,203.6739686,244.4087624,293.2905148,351.9486178,422.3383414,506.8060096,608.1672116,729.8006539,875.7607847,1050.912942,1261.09553,1513.314636,1815.977563,2179.173076,2615.007691,81.852,114.5928,137.51136,165.013632,198.0163584,237.6196301,285.1435561,342.1722673,410.6067208,492.7280649,591.2736779,709.5284135,851.4340962,1021.720915,1226.065099,1471.278118,1765.533742,2118.64049,2542.368588,3050.842306
47,37.844,37.844,37.844,37.844,37.844,37.844,37.844,37.844,37.844,37.844,37.844,37.844,37.844,37.844,37.844,37.844,37.844,37.844,37.844,37.844,37.844,45.4128,54.49536,65.394432,78.4733184,94.16798208,113.0015785,135.6018942,162.722273,195.2667276,234.3200732,281.1840878,337.4209054,404.9050864,485.8861037,583.0633245,699.6759894,839.6111872,1007.533425,1209.04011,37.844,52.9816,63.57792,76.293504,91.5522048,109.8626458,131.8351749,158.2022099,189.8426519,227.8111822,273.3734187,328.0481024,393.6577229,472.3892675,566.867121,680.2405452,816.2886543,979.5463851,1175.455662,1410.546795
48,3.195,3.195,3.195,3.195,3.195,3.195,3.195,3.195,3.195,3.195,3.195,3.195,3.195,3.195,3.195,3.195,3.195,3.195,3.195,3.195,3.195,3.834,4.6008,5.52096,6.625152,7.9501824,9.54021888,11.44826266,13.73791519,16.48549822,19.78259787,23.73911744,28.48694093,34.18432912,41.02119494,49.22543393,59.07052072,70.88462486,85.06154983,102.0738598,3.195,4.473,5.3676,6.44112,7.729344,9.2752128,11.13025536,13.35630643,16.02756772,19.23308126,23.07969751,27.69563702,33.23476442,39.88171731,47.85806077,57.42967292,68.9156075,82.698729,99.2384748,119.0861698
49,42.895,42.895,42.895,42.895,42.895,42.895,42.895,42.895,42.895,42.895,42.895,42.895,42.895,42.895,42.895,42.895,42.895,42.895,42.895,42.895,42.895,51.474,61.7688,74.12256,88.947072,106.7364864,128.0837837,153.7005404,184.4406485,221.3287782,265.5945338,318.7134406,382.4561287,458.9473545,550.7368254,660.8841904,793.0610285,951.6732342,1142.007881,1370.409457,42.895,60.053,72.0636,86.47632,103.771584,124.5259008,149.431081,179.3172972,215.1807566,258.2169079,309.8602895,371.8323474,446.1988168,535.4385802,642.5262963,771.0315555,925.2378666,1110.28544,1332.342528,1598.811034
50,43.327,43.327,43.327,43.327,43.327,43.327,43.327,43.327,43.327,43.327,43.327,43.327,43.327,43.327,43.327,43.327,43.327,43.327,43.327,43.327,43.327,51.9924,62.39088,74.869056,89.8428672,107.8114406,129.3737288,155.2484745,186.2981694,223.5578033,268.269364,321.9232368,386.3078841,463.5694609,556.2833531,667.5400238,801.0480285,961.2576342,1153.509161,1384.210993,43.327,60.6578,72.78936,87.347232,104.8166784,125.7800141,150.9360169,181.1232203,217.3478643,260.8174372,312.9809246,375.5771096,450.6925315,540.8310378,648.9972453,778.7966944,934.5560333,1121.46724,1345.760688,1614.912825
51,54.088,54.088,54.088,54.088,54.088,54.088,54.088,54.088,54.088,54.088,54.088,54.088,54.088,54.088,54.088,54.088,54.088,54.088,54.088,54.088,54.088,64.9056,77.88672,93.464064,112.1568768,134.5882522,161.5059026,193.8070831,232.5684997,279.0821997,334.8986396,401.8783675,482.254041,578.7048493,694.4458191,833.3349829,1000.00198,1200.002375,1440.00285,1728.003421,54.088,75.7232,90.86784,109.041408,130.8496896,157.0196275,188.423553,226.1082636,271.3299164,325.5958996,390.7150796,468.8580955,562.6297146,675.1556575,810.186789,972.2241467,1166.668976,1400.002771,1680.003326,2016.003991
52,59.358,59.358,59.358,59.358,59.358,59.358,59.358,59.358,59.358,59.358,59.358,59.358,59.358,59.358,59.358,59.358,59.358,59.358,59.358,59.358,59.358,71.2296,85.47552,102.570624,123.0847488,147.7016986,177.2420383,212.6904459,255.2285351,306.2742421,367.5290906,441.0349087,529.2418904,635.0902685,762.1083222,914.5299866,1097.435984,1316.923181,1580.307817,1896.36938,59.358,83.1012,99.72144,119.665728,143.5988736,172.3186483,206.782378,248.1388536,297.7666243,357.3199492,428.783939,514.5407268,617.4488721,740.9386466,889.1263759,1066.951651,1280.341981,1536.410378,1843.692453,2212.430944
53,103.242,103.242,103.242,103.242,103.242,103.242,103.242,103.242,103.242,103.242,103.242,103.242,103.242,103.242,103.242,103.242,103.242,103.242,103.242,103.242,103.242,123.8904,148.66848,178.402176,214.0826112,256.8991334,308.2789601,369.9347522,443.9217026,532.7060431,639.2472517,767.0967021,920.5160425,1104.619251,1325.543101,1590.651721,1908.782066,2290.538479,2748.646175,3298.37541,103.242,144.5388,173.44656,208.135872,249.7630464,299.7156557,359.6587868,431.5905442,517.908653,621.4903836,745.7884603,894.9461524,1073.935383,1288.722459,1546.466951,1855.760342,2226.91241,2672.294892,3206.75387,3848.104644
54,148.695,148.695,148.695,148.695,148.695,148.695,148.695,148.695,148.695,148.695,148.695,148.695,148.695,148.695,148.695,148.695,148.695,148.695,148.695,148.695,148.695,178.434,214.1208,256.94496,308.333952,370.0007424,444.0008909,532.8010691,639.3612829,767.2335394,920.6802473,1104.816297,1325.779556,1590.935467,1909.122561,2290.947073,2749.136488,3298.963785,3958.756542,4750.507851,148.695,208.173,249.8076,299.76912,359.722944,431.6675328,518.0010394,621.6012472,745.9214967,895.105796,1074.126955,1288.952346,1546.742816,1856.091379,2227.309654,2672.771585,3207.325902,3848.791083,4618.549299,5542.259159
55,202.229,202.229,202.229,202.229,202.229,202.229,202.229,202.229,202.229,202.229,202.229,202.229,202.229,202.229,202.229,202.229,202.229,202.229,202.229,202.229,202.229,242.6748,291.20976,349.451712,419.3420544,503.2104653,603.8525583,724.62307,869.547684,1043.457221,1252.148665,1502.578398,1803.094078,2163.712893,2596.455472,3115.746566,3738.895879,4486.675055,5384.010066,6460.812079,202.229,283.1206,339.74472,407.693664,489.2323968,587.0788762,704.4946514,845.3935817,1014.472298,1217.366758,1460.840109,1753.008131,2103.609757,2524.331709,3029.19805,3635.03766,4362.045192,5234.454231,6281.345077,7537.614092
56,286.691,286.691,286.691,286.691,286.691,286.691,286.691,286.691,286.691,286.691,286.691,286.691,286.691,286.691,286.691,286.691,286.691,286.691,286.691,286.691,286.691,344.0292,412.83504,495.402048,594.4824576,713.3789491,856.0547389,1027.265687,1232.718824,1479.262589,1775.115107,2130.138128,2556.165754,3067.398904,3680.878685,4417.054422,5300.465307,6360.558368,7632.670042,9159.20405,286.691,401.3674,481.64088,577.969056,693.5628672,832.2754406,998.7305288,1198.476635,1438.171961,1725.806354,2070.967624,2485.161149,2982.193379,3578.632055,4294.358466,5153.230159,6183.876191,7420.651429,8904.781715,10685.73806
57,232.383,232.383,232.383,232.383,232.383,232.383,232.383,232.383,232.383,232.383,232.383,232.383,232.383,232.383,232.383,232.383,232.383,232.383,232.383,232.383,232.383,278.8596,334.63152,401.557824,481.8693888,578.2432666,693.8919199,832.6703038,999.2043646,1199.045238,1438.854285,1726.625142,2071.95017,2486.340205,2983.608245,3580.329895,4296.395873,5155.675048,6186.810058,7424.172069,232.383,325.3362,390.40344,468.484128,562.1809536,674.6171443,809.5405732,971.4486878,1165.738425,1398.88611,1678.663333,2014.395999,2417.275199,2900.730239,3480.876286,4177.051544,5012.461852,6014.954223,7217.945067,8661.534081
58,164.312,164.312,164.312,164.312,164.312,164.312,164.312,164.312,164.312,164.312,164.312,164.312,164.312,164.312,164.312,164.312,164.312,164.312,164.312,164.312,164.312,197.1744,236.60928,283.931136,340.7173632,408.8608358,490.633003,588.7596036,706.5115243,847.8138292,1017.376595,1220.851914,1465.022297,1758.026756,2109.632107,2531.558529,3037.870235,3645.444282,4374.533138,5249.439766,164.312,230.0368,276.04416,331.252992,397.5035904,477.0043085,572.4051702,686.8862042,824.2634451,989.1161341,1186.939361,1424.327233,1709.19268,2051.031216,2461.237459,2953.48495,3544.181941,4253.018329,5103.621994,6124.346393
59,127.076,127.076,127.076,127.076,127.076,127.076,127.076,127.076,127.076,127.076,127.076,127.076,127.076,127.076,127.076,127.076,127.076,127.076,127.076,127.076,127.076,152.4912,182.98944,219.587328,263.5047936,316.2057523,379.4469028,455.3362833,546.40354,655.684248,786.8210976,944.1853171,1133.022381,1359.626857,1631.552228,1957.862674,2349.435208,2819.32225,3383.1867,4059.82404,127.076,177.9064,213.48768,256.185216,307.4222592,368.906711,442.6880532,531.2256639,637.4707967,764.964956,917.9579472,1101.549537,1321.859444,1586.231333,1903.477599,2284.173119,2741.007743,3289.209292,3947.05115,4736.46138
60,95.396,95.396,95.396,95.396,95.396,95.396,95.396,95.396,95.396,95.396,95.396,95.396,95.396,95.396,95.396,95.396,95.396,95.396,95.396,95.396,95.396,114.4752,137.37024,164.844288,197.8131456,237.3757747,284.8509297,341.8211156,410.1853387,492.2224065,590.6668878,708.8002653,850.5603184,1020.672382,1224.806858,1469.76823,1763.721876,2116.466251,2539.759502,3047.711402,95.396,133.5544,160.26528,192.318336,230.7820032,276.9384038,332.3260846,398.7913015,478.5495618,574.2594742,689.111369,826.9336429,992.3203714,1190.784446,1428.941335,1714.729602,2057.675522,2469.210627,2963.052752,3555.663302
61,84.245,84.245,84.245,84.245,84.245,84.245,84.245,84.245,84.245,84.245,84.245,84.245,84.245,84.245,84.245,84.245,84.245,84.245,84.245,84.245,84.245,101.094,121.3128,145.57536,174.690432,209.6285184,251.5542221,301.8650665,362.2380798,434.6856958,521.6228349,625.9474019,751.1368823,901.3642587,1081.63711,1297.964533,1557.557439,1869.068927,2242.882712,2691.459255,84.245,117.943,141.5316,169.83792,203.805504,244.5666048,293.4799258,352.1759109,422.6110931,507.1333117,608.5599741,730.2719689,876.3263626,1051.591635,1261.909962,1514.291955,1817.150346,2180.580415,2616.696498,3140.035797
62,97.763,97.763,97.763,97.763,97.763,97.763,97.763,97.763,97.763,97.763,97.763,97.763,97.763,97.763,97.763,97.763,97.763,97.763,97.763,97.763,97.763,117.3156,140.77872,168.934464,202.7213568,243.2656282,291.9187538,350.3025046,420.3630055,504.4356066,605.3227279,726.3872734,871.6647281,1045.997674,1255.197208,1506.23665,1807.48398,2168.980776,2602.776932,3123.332318,97.763,136.8682,164.24184,197.090208,236.5082496,283.8098995,340.5718794,408.6862553,490.4235064,588.5082076,706.2098492,847.451819,1016.942183,1220.330619,1464.396743,1757.276092,2108.73131,2530.477572,3036.573087,3643.887704
63,117.283,117.283,117.283,117.283,117.283,117.283,117.283,117.283,117.283,117.283,117.283,117.283,117.283,117.283,117.283,117.283,117.283,117.283,117.283,117.283,117.283,140.7396,168.88752,202.665024,243.1980288,291.8376346,350.2051615,420.2461938,504.2954325,605.154519,726.1854228,871.4225074,1045.707009,1254.848411,1505.818093,1806.981711,2168.378054,2602.053664,3122.464397,3746.957277,117.283,164.1962,197.03544,236.442528,283.7310336,340.4772403,408.5726884,490.2872261,588.3446713,706.0136055,847.2163266,1016.659592,1219.99151,1463.989812,1756.787775,2108.14533,2529.774396,3035.729275,3642.87513,4371.450156
64,137.068,137.068,137.068,137.068,137.068,137.068,137.068,137.068,137.068,137.068,137.068,137.068,137.068,137.068,137.068,137.068,137.068,137.068,137.068,137.068,137.068,164.4816,197.37792,236.853504,284.2242048,341.0690458,409.2828549,491.1394259,589.3673111,707.2407733,848.6889279,1018.426714,1222.112056,1466.534467,1759.841361,2111.809633,2534.17156,3041.005872,3649.207046,4379.048455,137.068,191.8952,230.27424,276.329088,331.5949056,397.9138867,477.4966641,572.9959969,687.5951963,825.1142355,990.1370826,1188.164499,1425.797399,1710.956879,2053.148254,2463.777905,2956.533486,3547.840184,4257.408221,5108.889865
65,187.828,187.828,187.828,187.828,187.828,187.828,187.828,187.828,187.828,187.828,187.828,187.828,187.828,187.828,187.828,187.828,187.828,187.828,187.828,187.828,187.828,225.3936,270.47232,324.566784,389.4801408,467.376169,560.8514028,673.0216833,807.62602,969.151224,1162.981469,1395.577762,1674.693315,2009.631978,2411.558374,2893.870048,3472.644058,4167.17287,5000.607443,6000.728932,187.828,262.9592,315.55104,378.661248,454.3934976,545.2721971,654.3266365,785.1919639,942.2303566,1130.676428,1356.811714,1628.174056,1953.808867,2344.570641,2813.484769,3376.181723,4051.418068,4861.701681,5834.042017,7000.850421
66,255.293,255.293,255.293,255.293,255.293,255.293,255.293,255.293,255.293,255.293,255.293,255.293,255.293,255.293,255.293,255.293,255.293,255.293,255.293,255.293,255.293,306.3516,367.62192,441.146304,529.3755648,635.2506778,762.3008133,914.760976,1097.713171,1317.255805,1580.706966,1896.84836,2276.218032,2731.461638,3277.753966,3933.304759,4719.965711,5663.958853,6796.750623,8156.100748,255.293,357.4102,428.89224,514.670688,617.6048256,741.1257907,889.3509489,1067.221139,1280.665366,1536.79844,1844.158128,2212.989753,2655.587704,3186.705244,3824.046293,4588.855552,5506.626662,6607.951995,7929.542394,9515.450873
67,28.536,28.536,28.536,28.536,28.536,28.536,28.536,28.536,28.536,28.536,28.536,28.536,28.536,28.536,28.536,28.536,28.536,28.536,28.536,28.536,28.536,34.2432,41.09184,49.310208,59.1722496,71.00669952,85.20803942,102.2496473,122.6995768,147.2394921,176.6873905,212.0248687,254.4298424,305.3158109,366.378973,439.6547677,527.5857212,633.1028654,759.7234385,911.6681262,28.536,39.9504,47.94048,57.528576,69.0342912,82.84114944,99.40937933,119.2912552,143.1495062,171.7794075,206.135289,247.3623468,296.8348161,356.2017793,427.4421352,512.9305623,615.5166747,738.6200097,886.3440116,1063.612814
68,234.155,234.155,234.155,234.155,234.155,234.155,234.155,234.155,234.155,234.155,234.155,234.155,234.155,234.155,234.155,234.155,234.155,234.155,234.155,234.155,234.155,280.986,337.1832,404.61984,485.543808,582.6525696,699.1830835,839.0197002,1006.82364,1208.188368,1449.826042,1739.79125,2087.7495,2505.299401,3006.359281,3607.631137,4329.157364,5194.988837,6233.986604,7480.783925,234.155,327.817,393.3804,472.05648,566.467776,679.7613312,815.7135974,978.8563169,1174.62758,1409.553096,1691.463716,2029.756459,2435.707751,2922.849301,3507.419161,4208.902993,5050.683592,6060.82031,7272.984372,8727.581246
69,164.486,164.486,164.486,164.486,164.486,164.486,164.486,164.486,164.486,164.486,164.486,164.486,164.486,164.486,164.486,164.486,164.486,164.486,164.486,164.486,164.486,197.3832,236.85984,284.231808,341.0781696,409.2938035,491.1525642,589.3830771,707.2596925,848.711631,1018.453957,1222.144749,1466.573698,1759.888438,2111.866126,2534.239351,3041.087221,3649.304665,4379.165598,5254.998718,164.486,230.2804,276.33648,331.603776,397.9245312,477.5094374,573.0113249,687.6135899,825.1363079,990.1635695,1188.196283,1425.83554,1711.002648,2053.203178,2463.843813,2956.612576,3547.935091,4257.522109,5109.026531,6130.831837
70,7.845,7.845,7.845,7.845,7.845,7.845,7.845,7.845,7.845,7.845,7.845,7.845,7.845,7.845,7.845,7.845,7.845,7.845,7.845,7.845,7.845,9.414,11.2968,13.55616,16.267392,19.5208704,23.42504448,28.11005338,33.73206405,40.47847686,48.57417223,58.28900668,69.94680802,83.93616962,100.7234035,120.8680843,145.0417011,174.0500413,208.8600496,250.6320595,7.845,10.983,13.1796,15.81552,18.978624,22.7743488,27.32921856,32.79506227,39.35407473,47.22488967,56.66986761,68.00384113,81.60460935,97.92553122,117.5106375,141.012765,169.215318,203.0583815,243.6700579,292.4040694
71,48.142,48.142,48.142,48.142,48.142,48.142,48.142,48.142,48.142,48.142,48.142,48.142,48.142,48.142,48.142,48.142,48.142,48.142,48.142,48.142,48.142,57.7704,69.32448,83.189376,99.8272512,119.7927014,143.7512417,172.5014901,207.0017881,248.4021457,298.0825748,357.6990898,429.2389078,515.0866893,618.1040272,741.7248326,890.0697992,1068.083759,1281.700511,1538.040613,48.142,67.3988,80.87856,97.054272,116.4651264,139.7581517,167.709782,201.2517384,241.5020861,289.8025033,347.763004,417.3156048,500.7787257,600.9344709,721.1213651,865.3456381,1038.414766,1246.097719,1495.317263,1794.380715
